Feature	S9_Z05
ma20_25100	0
ma20_25110	3.18121
ma20_25125	3391.46382
ma20_25165	0
ma20_25180	0
ma20_25185	0
ma20_25190	0
ma20_25205	13.33651
ma20_25215	341.72669999999994
ma20_25225	3569.18956
ma20_25230	26.22289
ma20_25245	28.408700000000003
ma20_25280	8.18698
ma20_25290	145.30010000000001
ma20_25305	18.9532
ma20_25320	69.42
ma20_25325	0
ma20_25550	0
ma20_25915	53.131370000000004
ma20_25925	0
ma20_25935	4549.07904
ma20_25940	146.50098
ma20_25950	0
ma20_26015	0
ma20_26290	48.05664
ma20_26350	2849.598000000001
ma20_26380	1545.02256
ma20_26415	10.0481
ma20_26420	27.8162
ma20_26500	219.52968
ma20_26515	0
ma20_26520	0
ma20_26525	3.51311
ma20_26530	5.60701
ma20_26535	353.44568999999996
ma20_26545	326.8661
ma20_26550	13.7264
ma20_26555	4.85833
ma20_26560	52.255250000000004
ma20_26565	101.16544
ma20_26570	297.62156999999996
ma20_26585	273.99214
ma20_26605	51.11485
ma20_26620	29.0094
ma20_26630	2.33656
ma20_26640	197.49030000000002
ma20_26650	0
ma20_26655	80.04299000000002
ma20_26675	0
ma20_26680	10.6691
ma20_26685	0
ma20_26690	0
ma20_26695	0
ma20_26760	33.46789
ma20_26770	0
ma20_26775	336.74775999999997
ma20_26785	0
ma20_26800	0
ma20_26850	0
ma20_26860	0
ma20_26910	0
ma20_26935	6.85629
ma20_26940	0
ma20_27115	0
ma20_27120	0
ma20_27135	10.033380000000001
ma20_27160	88.1103
ma20_27185	3710.0697499999987
ma20_27190	2664.44122
ma20_27195	2513.80015
ma20_27200	0
ma20_27205	2.77914
ma20_27225	110.40915000000001
ma20_27235	0
ma20_27240	80.23239000000001
ma20_27250	51.55551
ma20_27255	6.5085
ma20_27265	14.58357
ma20_27270	33.791799999999995
ma20_27280	0
ma20_27285	160.81158
ma20_27300	81.92697000000001
ma20_27310	52.12716
ma20_27390	0
ma20_27400	42.282360000000004
ma20_27405	0
ma20_27415	0
ma20_27425	833.42567
ma20_27440	6.34542
ma20_27445	505.1174
ma20_27450	570.2228099999999
ma20_27460	436.7058799999999
ma20_27470	1168.08015
ma20_27475	456.66215
ma20_27485	101.42496
ma20_27515	0
ma20_27525	475.14885000000004
ma20_27595	0
ma20_27600	42.29236
ma20_27655	136.01218999999998
ma20_27670	0
ma20_27720	22.40237
ma20_27725	0
ma20_27780	28.3763
ma20_27785	168.39676
ma20_27790	0
ma20_27795	145.34372000000002
ma20_27820	54.14627
ma20_27840	1173.3090000000002
ma20_27850	0
ma20_27855	0
ma20_27865	0
ma20_27870	319.35168000000004
ma20_27875	0
ma20_27900	14.601589999999998
ma20_27905	25.95128
ma20_27925	0
ma20_27930	0
ma20_27940	1003.08556
ma20_27970	7.50172
ma20_28005	0
ma20_28065	173.85912000000002
ma20_28095	232.77890999999997
ma20_28180	198.31135
ma20_28210	2443.532400000001
ma20_28265	5.22067
ma20_28295	297.54570000000007
ma20_28310	35.98639
ma20_28320	0
ma20_28330	5.55014
ma20_28355	41.598209999999995
ma20_28400	0
ma20_28405	0
ma20_28410	0
ma20_28420	589.5841799999998
ma20_28490	0
ma20_28495	61.75243
ma20_28520	51.384119999999996
ma20_28525	0
ma20_28530	0
ma20_28540	1073.07364
ma20_28545	5.75636
ma20_28560	0
ma20_28575	0
ma20_28645	115.92798
ma20_28665	32.5775
ma20_28695	0
ma20_28705	101.7921
ma20_28735	15.51784
ma20_28740	0
ma20_28760	0
ma20_28765	10.19655
ma20_28770	0
ma20_28780	0
ma20_28785	12.2442
ma20_28790	14.731
ma20_28795	7.48916
ma20_28870	0
ma20_28880	17.87689
ma20_28940	0
ma20_28970	0
ma20_29065	50.94373
ma20_29080	4.72793
ma20_29090	3630.2580499999985
ma20_29100	17.9738
ma20_29105	0
ma20_29145	0
ma20_29175	92.13732999999999
ma20_29180	1029.89635
ma20_29210	0
ma20_29235	96.83304000000001
ma20_29325	0
ma20_29380	5.17934
ma20_29410	5.06115
ma20_29420	5883.843109999999
ma20_29425	5.72973
ma20_29430	0
ma20_29490	0
ma20_29495	23.75375
ma20_29500	22.835620000000002
ma20_29505	48.78534
ma20_29510	26.4068
ma20_29520	0
ma20_29525	0
ma20_29580	56.81715
ma20_29595	131.55803
ma20_29675	289.39889999999997
ma20_29700	32.7949
ma20_29830	0
ma20_29840	205.61677999999998
ma20_29845	15.43207
ma20_29850	0
ma20_29855	72.10208
ma20_29860	0
ma20_29865	0
ma20_29875	0
ma20_30020	0
ma20_30040	0
ma20_30065	58.08897
ma20_30070	0
ma20_30080	375.12841000000003
ma20_30090	101.62386
ma20_30100	137.43377999999998
ma20_30110	98.94721
ma20_30155	0
ma20_30160	1549.7278600000004
ma20_30165	5.44881
ma20_30170	1498.2652100000003
ma20_30205	113.02096999999999
ma20_30230	0
ma20_30235	3650.053390000001
ma20_30240	0
ma20_30275	450.43114
ma20_30305	0
ma20_30380	0
ma20_30430	495.3243000000001
ma20_30435	4.67714
ma20_30475	0
ma20_30505	28.08762
ma20_30510	221.82548
ma20_30520	0
ma20_30545	29.857100000000003
ma20_30570	128.19839
ma20_30585	0
ma20_30600	444.3481100000001
ma20_30625	0
ma20_30645	114.79461
ma20_30650	0
ma20_30655	0
ma20_30665	73.31411999999999
ma20_30680	11.32892
ma20_30690	223.87752
ma20_30700	65.24219
ma20_30740	0
ma20_30770	3914.409980000001
ma20_30780	1700.3929299999995
ma20_31000	12.943439999999999
ma20_31005	433.43408000000005
ma20_31010	71.37474
ma20_31015	12.02425
ma20_31020	203.89987
ma20_31030	496.89278999999993
ma20_31035	242.32533000000004
ma20_31040	0
ma20_31055	63.3888
ma20_31195	0
ma20_31300	0
ma20_31435	64.5274
ma20_31445	0
ma20_31455	17.93253
ma20_31460	0
ma20_31465	4.2149
ma20_31530	42.307159999999996
ma20_31560	14.75835
ma20_31570	0
ma20_31605	0
ma20_31615	382.73260000000005
ma20_31620	78.30276
ma20_31625	0
ma20_31645	15.724250000000001
ma20_31690	15.159980000000001
ma20_31705	4.4
ma20_31715	0
ma20_31720	0
ma20_32190	213.20459000000002
ma20_32195	194.04729000000003
ma20_32200	0
ma20_32205	205.86004
ma20_32210	224.27288000000004
ma20_32230	39.7276
ma20_32235	0
ma20_32250	211.48646000000002
ma20_32265	12.96792
ma20_32275	490.61315999999994
ma20_32310	90.49792000000001
ma20_32325	167.64793
ma20_32330	85.29491999999999
ma20_32335	56.83212
ma20_32340	0
ma20_32345	3.96066
ma20_32350	199.29825000000002
ma20_32355	290.47592999999995
ma20_32360	7.5
ma20_32365	811.63173
ma20_32380	212.63244
ma20_32385	388.8211
ma20_32390	0
ma20_32395	24.549599999999998
ma20_32420	6.12687
ma20_32425	296.85730000000007
ma20_32430	52.94103
ma20_32440	0
ma20_32445	197.69480000000001
ma20_32450	119.08196
ma20_32460	117.69247999999999
ma20_32470	13.503720000000001
ma20_32885	0
ma20_34055	77.80485
ma20_34180	0
ma20_34185	8.71571
ma20_34190	8.71571
ma20_34195	0
ma20_34265	0
ma20_34300	505.2470800000001
ma20_34330	37.697540000000004
ma20_34335	0
ma20_34340	22.0204
ma20_34345	25.76859
ma20_34355	17.38104
ma20_34360	5.73066
ma20_34375	0
ma20_34385	0
ma20_34410	5.58506
ma20_34415	3.51163
ma20_34420	0
ma20_34455	18.63275
ma20_34470	47.809799999999996
ma20_34480	8.50721
ma20_34500	28.856749999999998
ma20_34505	15.559940000000001
ma20_34510	33.86637
ma20_34515	0
ma20_34520	0
ma20_34530	0
ma20_34690	0
ma20_34695	0
ma20_34705	0
ma20_34720	0
ma20_34740	403.16864999999996
ma20_34745	440.04763999999994
ma20_34775	0
ma20_34815	1830.06136
ma20_34820	133.82687
ma20_34825	1606.1179599999998
ma20_34830	1569.7600599999996
ma20_34835	71.2372
ma20_34855	1199.0261499999997
ma20_34860	87.81607
ma20_35215	0
ma20_35240	0
ma20_35245	0
ma20_35415	29.5193
ma20_35420	0
ma20_35425	0
ma20_35465	0
ma20_35555	7.18794
ma20_35560	33.26565
ma20_35565	0
ma20_35585	15.29557
ma20_35590	6.69361
ma20_35595	26.899
ma20_35600	82.16627
ma20_35605	31.221209999999996
ma20_35610	227.85005999999996
ma20_35615	407.37171
ma20_35620	3.75889
ma20_35625	0
ma20_35640	68.29853000000001
ma20_35675	0
ma20_35690	2066.12815
ma20_35710	0
ma20_35715	160.27023999999997
ma20_35720	0
ma20_35765	18.51614
ma20_35785	0
ma20_35790	0
ma20_35800	192.55194
ma20_35815	443.57259999999997
ma20_35825	0
ma20_35840	17.620169999999998
ma20_35845	13.29817
ma20_35850	64.95523
ma20_35855	0
ma20_35885	0
ma20_36060	11.9015
ma20_36070	1284.5906499999999
ma20_36100	63.13756
ma20_36110	4.02065
ma20_36130	92.17198
ma20_36140	0
ma20_36150	55.9504
ma20_36155	0
ma20_36165	437.9353
ma20_36170	0
ma20_36175	3047.66621
ma20_36180	0
ma20_36190	14.1224
ma20_36195	1627.4194400000001
ma20_36205	9.42678
ma20_36210	165.93161
ma20_36215	36.2884
ma20_36230	1103.6699899999996
ma20_36250	0
ma20_36320	45.59423
ma20_36340	691.5212700000001
ma20_36345	381.72121999999996
ma20_36375	6.43906
ma20_36405	43.6739
ma20_36460	0
ma20_36465	244.34885000000003
ma20_36470	4.88441
ma20_36475	9.59413
ma20_36480	67.77509000000002
ma20_36515	105.32948999999999
ma20_36550	34.62318
ma20_36560	1234.8530499999997
ma20_36620	0
ma20_36625	0
ma20_36630	5.8741
ma20_36650	15.125420000000002
ma20_36660	22.7997
ma20_36665	0
ma20_36670	0
ma20_36685	138.13263999999998
ma20_36695	0
ma20_36755	0
ma20_36760	3663.042959999999
ma20_36825	197.96722
ma20_36835	0
ma20_36855	259.87578
ma20_36865	273.88866
ma20_36880	0
ma20_36885	0
ma20_36890	0
ma20_36900	11.84013
ma20_36920	0
ma20_36940	0
ma20_36945	124.81348000000001
ma20_36950	899.9511
ma20_36965	0
ma20_36975	0
ma20_37085	240.21879
ma20_37095	0
ma20_37100	0
ma20_37105	0
ma20_37200	45.059
ma20_37275	760.1465699999999
ma20_37370	0
ma20_37375	0
ma20_37380	8.43638
ma20_37405	0
ma20_37640	524.8276900000001
ma20_37650	963.87615
ma20_37705	0
ma20_37750	28.88163
ma20_37755	178.30862000000002
ma20_37760	0
ma20_37995	3.28358
ma20_38000	51.48318
ma20_38025	0
ma20_38030	64.59398999999999
ma20_38035	39.89831
ma20_38040	46.40549
ma20_38045	106.59374999999999
ma20_38050	15.48756
ma20_38065	0
ma20_38090	2.76051
ma20_38110	0
ma20_38120	190.97773999999998
ma20_38125	6.77286
ma20_38130	120.05825999999999
ma20_38135	47.0156
ma20_38140	105.58147
ma20_38145	182.73219
ma20_38155	57.690290000000005
ma20_38160	99.64611000000001
ma20_38165	73.1665
ma20_38170	21.259130000000003
ma20_38175	8.2072
ma20_38180	42.767540000000004
ma20_38185	0
ma20_38190	0
ma20_38195	0
ma20_38200	14.38129
ma20_38205	0
ma20_38220	113.95511
ma20_38225	44.55116
ma20_39170	0
ma20_39205	226.23819
ma20_39210	171.76153999999997
ma20_39235	667.2986899999999
ma20_39240	31.61972
ma20_39245	0
ma20_39250	0
ma20_39255	0
ma20_39330	10.8939
ma20_39335	6.16758
ma20_39340	0
ma20_39345	0
ma20_39355	0
ma20_39375	91.75978
ma20_39380	143.87567
ma20_39390	162.16957000000002
ma20_39400	0
ma20_39405	134.34712
ma20_39420	325.89224999999993
ma20_39435	0
ma20_39440	0
ma20_39450	0
ma20_39530	57.4425
ma20_39555	0
ma20_39585	23.043860000000002
ma20_39610	11.02728
ma20_39615	272.85866
ma20_39625	808.26039
ma20_39710	1410.2767900000001
ma20_39715	3234.7475000000004
ma20_39720	1064.73545
ma20_39760	102.19436999999999
ma20_39770	19.969170000000002
ma20_39775	0
ma20_39780	0
ma20_39785	13.28862
ma20_39790	11.14179
ma20_39795	21.86107
ma20_39815	0
ma20_39855	5.35015
ma20_39895	6.81826
ma20_39905	0
ma20_39985	0
ma20_39990	0
ma20_40020	0
ma20_40030	51.728139999999996
ma20_40045	352.35495
ma20_40050	231.55154000000002
ma20_40055	196.23366
ma20_40060	163.89127
ma20_40065	127.13485
ma20_40070	58.997049999999994
ma20_40075	0
ma20_40105	0
ma20_40110	0
ma20_40115	240.61266999999998
ma20_40120	0
ma20_40145	159.39746
ma20_40150	7.60457
ma20_40160	159.00036999999998
ma20_40170	33.4103
ma20_40175	114.54270000000001
ma20_40205	10.66755
ma20_40210	196.43179999999998
ma20_40215	140.68441
ma20_40220	154.69796999999997
ma20_40225	0
ma20_40230	4.82636
ma20_40235	0
ma20_40245	0
ma20_40260	44.25721
ma20_40290	166.22568000000004
ma20_40320	0
ma20_40330	188.56471
ma20_40340	73.17253
ma20_40345	556.54823
ma20_40350	0
ma20_40450	104.62469000000002
ma20_40485	0
ma20_40510	0
ma20_41020	0
ma20_41050	69.0164
ma20_41055	3.55661
ma20_41110	0
ma20_41120	0
ma20_41130	0
ma20_41175	0
ma20_41185	0
ma20_41190	0
ma20_41335	4.48676
ma20_41375	0
ma20_41380	87.03201999999999
ma20_41385	9.32826
ma20_41400	8.20912
ma20_41405	0
ma20_41440	45.9744
ma20_41450	973.0690199999997
ma20_41470	1145.9870099999996
ma20_41515	0
ma20_41525	0
ma20_41600	3.66301
ma20_41705	0
ma20_41710	338.71564000000006
ma20_41730	60.078979999999994
ma20_41735	0
ma20_41765	170.85056000000003
ma20_41850	53.56001
ma20_42035	105.13058
ma20_42045	0
ma20_42050	584.7584299999999
ma20_42055	6.50573
ma20_42060	737.55149
ma20_42065	14.802520000000001
ma20_42070	5.254069
ma20_42075	0
ma20_42080	38.433260000000004
ma20_42090	8.52459
ma20_42120	1048.06871
ma20_42125	5.5244
ma20_42130	55.231320000000004
ma20_42170	0
ma20_42175	5.15752
ma20_42180	1330.73282
ma20_42240	994.4858800000001
ma20_42255	0
ma20_42260	80.46197000000001
ma20_42300	4716.73036
ma20_42305	0
ma20_42315	4.02454
ma20_42330	30.60223
ma20_42350	269.07463
ma20_42385	130.47841
ma20_42395	5.80076
ma20_42410	0
ma20_42420	119.43209999999999
ma20_42425	62.69424000000001
ma20_42435	1165.5847499999998
ma20_42440	3827.5434299999993
ma20_42455	30.91331
ma20_42465	0
ma20_42470	0
ma20_42490	2.93163
ma20_42555	0
ma20_42560	12.81701
ma20_42565	47.3234
ma20_42570	0
ma20_42575	7.73459
ma20_42580	12.7474
ma20_42585	0
ma20_42590	9.88169
ma20_42595	0
ma20_43165	467.82145999999995
ma20_43170	817.3546399999999
ma20_43175	6.50452
ma20_43180	27.0185
ma20_43190	289.709
ma20_43195	15.78286
ma20_43200	445.59454000000005
ma20_43210	435.39274000000006
ma20_43260	270.93643000000003
ma20_43475	0
ma20_43480	19.84545
ma20_43500	7.04878
ma20_43515	0
ma20_43520	363.0339300000001
ma20_43525	0
ma20_43555	2180.9883700000005
ma20_43560	6.31228
ma20_43565	95.7953
ma20_43570	0
ma20_43575	19.56226
ma20_43580	41.680020000000006
ma20_43585	478.44621
ma20_43630	0
ma20_43635	0
ma20_43655	42.6717
ma20_43670	279.21829
ma20_43725	12.57998
ma20_43740	0
ma20_43745	41.43798
ma20_43790	498.3753
ma20_43795	3679.6779500000007
ma20_43810	3040.4276200000018
ma20_43830	0
ma20_43845	0
ma20_43865	0
ma20_43880	0
ma20_43945	0
ma20_44000	200.18051
ma20_44010	148.51932000000002
ma20_44015	170.74749000000003
ma20_44020	368.81892
ma20_44035	0
ma20_44090	4.28804
ma20_44155	0
ma20_44180	0
ma20_44620	97.7899
ma20_44635	1404.95897
ma20_44640	1804.45093
ma20_44650	535.3384000000001
ma20_44655	437.31973000000005
ma20_44660	513.1872900000001
ma20_44725	0
ma20_44755	629.24664
ma20_44770	1088.05067
ma20_44780	1134.4124599999996
ma20_44785	94.77481
ma20_44790	1164.4611399999997
ma20_44795	151.12883
ma20_44825	9.70334
ma20_44845	146.81153
ma20_44850	0
ma20_44860	44.18714
ma20_44865	0
ma20_44875	0
ma20_44880	0
ma20_44920	0
ma20_44925	0
ma20_44930	0
ma20_44940	131.9102
ma20_44945	0
ma20_44950	5.24533
ma20_44955	91.12411
ma20_44990	78.33086
ma20_45020	240.00859999999997
ma20_45025	17.38018
ma20_45030	0
ma20_45040	0
ma20_45145	289.59466
ma20_45155	0
ma20_45160	0
ma20_45165	0
ma20_45175	6.29543
ma20_45180	0
ma20_45435	0
ma20_46300	0
ma20_46305	51.21825
ma20_46320	408.13496
maa	279.9673230000001
maa1	0
maa3	0
maats1	0
mab21l1	0
mab21l2	0
maca	319.34552
maca_1	2.27427
maca_2	0
macb	2673.444520000001
macb_1	105.69382999999999
macb1	15.66778
macb_2	0
macb2	0
macb_3	1723.4961200000002
macb3	0
macb5	0
macb_8	0
macf1	0
macrod1	9.25384
macrod2	0
mad	0
mad1	0
mad1l1	0
mad2	12.760380000000001
mad2l1	0
mad2l1bp	0
mad2l2	0
madd	0
madl	298.78765999999996
madm	489.9989300000001
mae	0
mae1	0
maea	148.26412
maeb	3461.890050000001
maeb1	0
maeb2	0
mael	0
maf	9453.535759999995
maf1	0
maf-2	66.29629
maf3	0
maf4	0
mafb	0
mafg	0
mag	0
mag1	13.2878
mageb6	0
magi	0
magi1	0
magi2	0
magi3	0
magiii	0
magix	0
magoh	0
magohb	0
magt1	0
maia	1407.3039000000003
mak	183.50412999999998
mak10	0
mak11	4.07899
mak16	0
mak21	0
mak32	10.8217
mak5	0
mal	0
mal6	0
mal9	0
mala	0
mal-a2	0
mal-a4	0
mal-b1	0
mal-b2	0
malc	24.7371
mald	0
male	480.11499000000003
malf	34.831179999999996
malg	571.3913100000001
malh	23.4017
mali	6.1051
malk	1284.9885800000004
mall	181.02488999999997
mall_1	0
mall_2	0
malm	0
malp	4.51948
malq	635.72745
malq_1	0
malr	45.235789999999994
malr1	0
malrd1	0
mals	0
malsu1	0
malt	6.23781
malt1	0
malx	0
maly	18.13235
malz	131.5035
mam3	0
mam33	0
mama	0
mamdc2	0
mamdc4	0
mamk	54.38729
mamstr	0
man1a1	0
man1a2	16.80825
man1b1	0
man1c1	0
man2a1	0
man2a2	0
man2b1	5.08306
man2b2	0
man2c1	0
mana	470.5543
mana1	0
mana3	0
mana5	63.19982
manac	43.84766
manb	738.7916300000002
manb1	0
manb2	0
manb3	0
manba	0
manc	4742.22627
manc1	0
manc3	0
manc5	13.7424
manea	0
maneal	4.52294
manf	0
mann	0
manp	9.6
manr	0
manx	1214.9120900000005
manz	0
maoa	0
maob	0
maoc	92.01680999999999
maoc1	0
maoc2	0
maoc3	10.11104
maoi	0
map	11976.30732999999
map-1	0
map_1	0
map1	0
map10	0
map1a	0
map1b	0
map1d	15.573
map1lc3a	0
map1lc3b	0
map1lc3c	5.60766
map1s	0
map_2	0
map2	46.706959999999995
map2k1	0
map2k3	0
map2k4	0
map2k5	0
map2k6	0
map2k7	4.56167
map_3	0
map3k1	0
map3k10	0
map3k11	0
map3k12	0
map3k13	4.85265
map3k14	0
map3k15	0
map3k19	0
map3k2	0
map3k20	0
map3k21	0
map3k4	0
map3k5	0
map3k7	0
map3k8	0
map3k9	0
map4	0
map4k1	0
map4k2	0
map4k3	0
map4k4	0
map4k5	0
mapa	11.11905
mapk1	0
mapk10	0
mapk12	0
mapk13	0
mapk14	0
mapk15	0
mapk3	0
mapk4	0
mapk5	0
mapk6	3.15183
mapk7	0
mapk8	0
mapk8ip3	0
mapk9	0
mapkap1	0
mapkapk2	0
mapkapk3	0
mapkapk5	0
mapkbp1	0
mapre1	0
mapre2	0
mapre3	0
mapt	0
mar	0
mar1	0
marc	5326.84968
marc1	0
marc2	3.9514
march1	0
march10	0
march11	0
march2	0
march4	0
march5	0
march6	0
march7	0
march8	0
march9	0
marco	0
mark1	0
mark2	0
mark3	0
mark4	0
marmp	0
marr	640.30971
marr_1	0
marr1	0
marr2	0
marr3	0
marr5	0
marr9	19.00544
mars	0
mars2	0
mas	0
mas1	228.36927
mas2	0
mas5	0
masa	0
mask	0
masp1	0
masp2	0
mast1	0
mast2	0
mast3	0
mast4	0
mastl	0
mat	0
mat1a	0
mat2a	15.997580000000001
mat2b	72.48559
mata	1968.003400000001
matb	325.7593599999999
matc	17.3766
mate	662.5558299999999
mate2	0
matk	0
matn1	0
matn2	0
matn3	0
matn4	0
matp	0
matr	670.3662700000001
mau2	0
maua	346.05065999999994
maub	250.07583
mauc	0
maud	100.8035
maue	115.67304
mauf	0
maug	147.64322
maum	0
maur	9.368780000000001
mav	0
max	0
maz	0
maze	5.29196
mazf	56.33
mazf3	6.04149
mazf5	0
mazg	4794.49866
mb21d2	0
mbaa	0
mbap2	0
mbb1	2.8645
mbc	0
mbd1	0
mbd12	0
mbd2	0
mbd3	4.33717
mbd4	255.61831999999995
mbd5	0
mbd7	0
mbd9	0
mbf1	19.91784
mbfa	138.78483
mbhj	0
mbip	0
mbk-2	0
mbl	0
mbl2	0
mblac1	0
mblac2	0
mbnl1	0
mbnl2	0
mbnl3	0
mbo2	4.88673
mboat1	0
mboat2	0
mboat7	0
mbp1	0
mbta	0
mbtb	0
mbtb_2	23.7049
mbtc	0
mbtd	0
mbtd1	0
mbte	0
mbtf	7.70029
mbtg	0
mbth	0
mbti	0
mbtj	0
mbtk	0
mbtm	0
mbtn	0
mbtps1	0
mbtps2	4.12773
mc4r	0
mca	30.30041
mca1	0
mca5	0
mcar-1	137.31568000000001
mcat	6.68554
mcbg	0
mcbr	1075.5403999999996
mcbr_2	0
mcc	0
mcca	1554.560779999999
mccb	1512.0206099999994
mccc	0
mccc1	527.2332899999999
mccc2	17.18234
mccf	2.13645
mccf2	0
mcd	931.47086
mcd1	4.10778
mcd4	0
mce	4550.52793
mce1a	0
mce1b	0
mce1c	0
mce2b	0
mce2f	0
mce2r	0
mce3a_1	0
mce3b_1	0
mce3c	0
mce3c_1	0
mce3d	0
mce3d_1	0
mce3f	0
mce3f_1	0
mce3r	0
mce4b	0
mce4c	0
mce4d	0
mce4f	0
mce5a	0
mce5b	0
mce5c	0
mce5d	0
mce5e	0
mce5f	0
mce6b	0
mce6c	0
mce6f	0
mcee	71.79662
mcf2l	0
mcfd2	0
mcfl	0
mch	930.50423
mch1	0
mchb	0
mchc	0
mchd	0
mchf	0
mchr1	0
mck1	0
mcl	0
mcl1	950.1779699999998
mcl2	126.84393999999999
mcla	0
mcla_1	604.6508200000001
mcm	796.94815
mcm1	0
mcm10	4.58921
mcm2	4.64091
mcm3	4.15341
mcm3ap	0
mcm4	0
mcm5	10.327
mcm6	17.41914
mcm7	33.09169
mcm8	20.65572
mcm9	0
mcma2a	0
mcma2b	0
mcmbp	0
mco	0
mco1	0
mcoln1	0
mcoln2	0
mcp1	0
mcp-2	0
mcp2	0
mcp34h-1	0
mcp34h-3	0
mcp34h-6	0
mcp34h-7	0
mcp36h	0
mcp-4	0
mcp4	0
mcp40h-1	0
mcp40h-17	0
mcp40h-19	0
mcp40h-2	0
mcp40h-21	0
mcp40h-4	0
mcp40h-5	0
mcp40h-7	0
mcp64h-1	0
mcp64h-2	0
mcpa	0
mcpa_2	0
mcpa3	0
mcpa5	0
mcpa7	0
mcpb	0
mcpb1	0
mcpb3	0
mcpc	0
mcpc3	0
mcpe	15.9787
mcph1	0
mcpii	0
mcpp	0
mcpt	0
mcpu	9.24727
mcpv	0
mcpw	0
mcpx	0
mcpzch1	0
mcpzch2	0
mcr	7.56108
mcr1	0
mcra	591.2443000000001
mcrb	59.97567000000001
mcrc	11.40828
mcrs1	0
mcs	15.176120000000001
mcsa	385.02282
mcsb	250.70842000000002
mct	0
mct1	0
mctb	18.4266
mctp	34.2886
mctp1	0
mctp2	0
mctr	18.78031
mcts1	0
mcu	0
mcur1	0
mcx1	10.28192
mcya	0
mcyb	0
mcyc	0
mcyd	0
mcye	4.77391
mcyf	0
mcyg	0
mcyh	104.96683000000002
mcyi	16.7099
mcyj	0
md1	7.11686
md2	0
mdaa	0
mdab	3.72772
mdar1	0
mdc1	0
mdca	0
mdcb	0
mdcc	0
mdcd	22.5664
mdce	0
mdcf	111.28602000000001
mdcg	0
mdch	17.03754
mdcm	0
mdcr	0
mdcy	0
mde1	0
mdea	387.0234
mdea_1	272.62206
mdea1	0
mdfa	0
mdga1	0
mdga2	0
mdh	12064.955079999998
mdh1	3846.293760000003
mdh1b	0
mdh_2	0
mdh2	15.2737
mdhg	0
mdj1	28.385740000000002
mdj2	0
mdl1	2.18677
mdl2	0
mdla	2285.75114
mdla1	4.23978
mdla2	0
mdlb	1127.7844599999999
mdlc	351.18946
mdld	6.92743
mdm10	0
mdm12	0
mdm2	0
mdm20	0
mdm31	0
mdm34	0
mdm35	0
mdm4	0
mdmb	0
mdmc	2497.3708499999984
mdmc1	11.5441
mdmc3	0
mdn1	7.65184
mdob	171.55143999999996
mdoc	5.37909
mdod	0
mdog	14.735009999999999
mdoh	24.77438
mdp1	30.01365
mdpb	9.47972
mdr	0
mdr1	0
mdsa	347.9955
mdsc	242.34019999999998
mdt-9	0
mdt(a)	0
mdta	67.23734
mdta_1	0
mdta1	14.2071
mdta_2	19.28918
mdtb	86.75157999999999
mdtc	13.0989
mdtc3	0
mdtd	0
mdte	9.59363
mdtg	25.27269
mdtg2	4.95024
mdth	0
mdti	0
mdtj	3.47826
mdtk	121.35184
mdtk1	0
mdtl	8.48934
mdtn	0
mdtn_2	0
mdto	9.38575
mdtp	0
mdtq	0
mdv1	7.464510000000001
mdxe	0
me	7.90935
me1	0
me2	0
me3	0
meaa	44.360580000000006
mead	4.70022
meaf6	0
mec	83.91604
mec-1	0
mec1	0
mec-2	0
mec-9	0
meca	0
mecb	0
meci	0
mecom	0
mecp2	0
mecr	17.98095
mecr1	0
med	8.52731
med1	0
med10	0
med12	0
med12l	0
med13	0
med13l	0
med14	0
med15	0
med16	0
med17	0
med18	0
med19	0
med20	0
med21	3.28598
med22	0
med23	0
med24	0
med25	0
med26	0
med27	0
med28	0
med30	0
med31	0
med4	0
med6	0
med7	0
med8	0
mef	0
mef1	0
mef2	0
mef2a	0
mef2bnb	0
mef2c	0
mef2d	0
mefe	31.1081
mefg	0
megf10	0
megf11	0
megf6	0
megf8	4.24025
megf9	0
megl	81.33439
meh	0
mei-9	0
meig1	0
meiob	0
meis1	0
meis2	0
mel-26	0
mela	269.41443
mela7	15.7787
melb	137.09717999999998
melb1	279.22167
melc2	3.14887
melk	0
melo	0
melr	0
memo1	0
men1	0
mena	2838.036369999999
mena2	0
menb	2104.24198
menc	2268.1040599999997
mend	2099.1687400000005
mene	1785.3983200000002
menf	407.29476999999997
meng	3949.5794500000025
menh	354.13372000000004
meni	206.54708
menj	483.54476
mep	0
mep1	0
mep1a	0
mep1b	0
mep2	0
mepa	1003.3971100000001
mepa1	174.59184
mepa_10	18.19216
mepa_2	4.3285
mepa2	0
mepa_7	0
mepb	0
mepce	0
mepm_1	2229.0305800000015
meps	0
mer	277.48347
mer2	0
mer3	4.89642
mera	1470.4823099999999
mera_1	2963.163589999999
mera1	0
merb	0
merc	2.58562
merd	0
mere	0
merp	33.560990000000004
merr	3223.224670000001
merr1	44.55653
merr2	829.5616600000001
mert	3.23953
mertk	0
mes1	0
mes-2	0
mes-4	8.93076
mes-6	0
mesdc2	0
mesh	0
mest	0
met	3.77193
met1	0
met10	0
met12	0
met13	5.22239
met14	16.16267
met15	36.50837
met16	0
met17	88.46595
met2	0
met22	30.40831
met3	39.07112
met5	12.0168
met6	0
met7	0
met8	0
meta	0
metaa	1226.59919
metap1	0
metap1d	0
metap2	0
metas	567.6798100000001
metb	2494.07546
metb_1	0
metb1	5.07374
metbc	21.9906
metc	6173.767150000003
metc-1	0
metc_1	0
